ID,SEM_TRATADAS,DIST_SURCOS,DIST_PLANTAS,COLOR_ENDOSPERMO,CULT_ANT,DRENAJE,POBLACION_20DIAS,TIPO_MATERIAL,ALMACENAMIENTO_FINCA,ContMalQui,ContPlaQui,CanFerQui,PENDIENTE,PH,MAT_ORGANICA,DRE_INTERN,PROF_EFEC,PText,Temp_Max_Avg_Veg,Temp_Min_Avg_Veg,Temp_Avg_Veg,Diurnal_Range_Avg_Veg,Sol_Ener_Accu_Veg,Rain_Accu_Veg,Rain_10_Freq_Veg,Temp_Min_15_Freq_Veg,Rhum_Avg_Veg,Rhum_sd_Veg,Temp_Max_Avg_For,Temp_Min_Avg_For,Temp_Avg_For,Diurnal_Range_Avg_For,Sol_Ener_Accu_For,Rain_Accu_For,Rain_10_Freq_For,Temp_Min_15_Freq_For,Rhum_Avg_For,Rhum_sd_For,Temp_Max_Avg_Mad,Temp_Min_Avg_Mad,Temp_Avg_Mad,Diurnal_Range_Avg_Mad,Sol_Ener_Accu_Mad,Rain_Accu_Mad,Rain_10_Freq_Mad,Temp_Min_15_Freq_Mad,Rhum_Avg_Mad,Rhum_sd_Mad,TotN,Totp,Totk,split,RDT
1654,SI,0.8,0.14,Amarillo,Maiz,FALSO,73745,Hibrido,NO,4,3,7,1,6,BAJA,LENTO A MUY LENTO,25,FAr,32.66987585,22.68201163,27.67594374,9.987864217,43043.67839,293.1,0.096153846,0,80.16269607,4.899791597,32.21528481,22.70548683,27.46038582,9.509797976,23631.36738,204.6,0.1,0,81.85694613,4.355004033,32.24850272,22.82094707,27.53472489,9.427555643,21579.31702,138.8,0.058823529,0,82.03950913,4.535126611,150,44,90,Otro,5000
1655,SI,0.8,0.14,Amarillo,Maiz,FALSO,78750,Hibrido,NO,4,3,4,3,5,MEDIA,LENTO A MUY LENTO,20,FA,32.96811777,22.68311317,27.82561547,10.2850046,43766.8462,237.1,0.076923077,0,79.21624359,5.645217293,32.03473747,22.67906283,27.35690015,9.355674637,23436.75051,156.7,0.066666667,0,81.76055593,4.309401847,32.84227073,22.87186473,27.85706773,9.970405993,15201.34352,127.8,0.114285714,0,80.18385651,3.868421135,138,0,60,DK7088,6100
1657,SI,0.8,0.14,Amarillo,Maiz,FALSO,75458,Hibrido,NO,6,2,10,2,6,MEDIA,LENTO A MUY LENTO,24,FA,32.97123535,22.64776922,27.80950229,10.32346614,43755.11234,263.1,0.086538462,0,79.28325468,5.650769971,32.01597461,22.61946664,27.31772063,9.39650797,23325.24153,160.6,0.066666667,0,81.66834494,4.417434558,33.20705255,22.90707545,28.057064,10.2999771,12004.69836,98,0.111111111,0,79.74387687,4.181276456,224,69,138,PIONEER 30F35,5500
1658,SI,0.8,0.14,Amarillo,Maiz,FALSO,75000,Hibrido,SI,6,1,8,3,6,BAJA,LENTO A MUY LENTO,23,FA,30.92080646,24.90297153,27.91188899,6.017834922,31225.12832,298.3,0.115384615,0,66.86951092,7.010920198,30.38629116,24.61969622,27.50299369,5.766594936,15338.49196,161,0.1,0,70.31549893,4.485559845,33.6560659,24.16663768,28.91135179,9.489428221,714.2727273,6.1,0,0,72.29891304,1.219219049,188,5,120,Otro,5500
1660,SI,0.8,0.14,Amarillo,Maiz,FALSO,72250,Hibrido,NO,1,1,7,2,6,MEDIA,LENTO A MUY LENTO,25,FA,32.97123535,22.64776922,27.80950229,10.32346614,43755.11234,263.1,0.086538462,0,79.28325468,5.650769971,32.01597461,22.61946664,27.31772063,9.39650797,23325.24153,160.6,0.066666667,0,81.66834494,4.417434558,32.91770937,22.9375956,27.92765249,9.980113777,16085.51757,127.8,0.108108108,0,80.09822442,3.809215369,160,23,78,Otro,6500
1662,SI,0.8,0.14,Amarillo,Maiz,FALSO,75000,Hibrido,SI,6,2,9,2,5,BAJA,LENTO A MUY LENTO,26,FA,32.81184305,22.68260768,27.74722537,10.12923537,43266.02559,301.9,0.096153846,0,79.81063767,5.166437346,32.14008076,22.72857279,27.43432677,9.41150797,23696.60469,182.2,0.083333333,0,81.85943242,4.30357956,32.60776319,22.7508103,27.67928674,9.856952888,16338.20247,100.6,0.078947368,0,80.77645968,4.048386273,206,51,120,Otro,6000
1665,SI,0.8,0.14,Blanco,Maiz,FALSO,85600,Hibrido,NO,4,2,4,1.5,5,BAJA,LENTO A MUY LENTO,25,FAr,32.96394231,22.64239925,27.80317078,10.32154306,43581.59318,315.9,0.096153846,0,79.20228674,5.819253834,32.06166667,22.64682536,27.35424601,9.414841304,23452.5549,161.6,0.066666667,0,81.46272274,4.528519888,32.95568273,22.8557004,27.90569157,10.09998233,15194.12183,100.6,0.085714286,0,80.07532267,4.104047117,36,120,40,Otro,5400
1666,SI,0.8,0.14,Amarillo,Maiz,FALSO,85000,Hibrido,NO,2,2,4,2.5,6,MEDIA,LENTO A MUY LENTO,20,FA,32.96394231,22.64239925,27.80317078,10.32154306,43581.59318,315.9,0.096153846,0,79.20228674,5.819253834,32.06166667,22.64682536,27.35424601,9.414841304,23452.5549,161.6,0.066666667,0,81.46272274,4.528519888,32.95568273,22.8557004,27.90569157,10.09998233,15194.12183,100.6,0.085714286,0,80.07532267,4.104047117,58,24,92,Otro,5400
1669,SI,0.8,0.14,Amarillo,Maiz,FALSO,85500,Hibrido,NO,3,0,7,1.5,7,MEDIA,LENTO A MUY LENTO,24,FA,32.96394231,22.64239925,27.80317078,10.32154306,43581.59318,315.9,0.096153846,0,79.20228674,5.819253834,32.06166667,22.64682536,27.35424601,9.414841304,23452.5549,161.6,0.066666667,0,81.46272274,4.528519888,32.90033472,22.90852473,27.90442973,9.991809994,17669.81759,130,0.097560976,0,80.20357648,3.978294009,174,64,138,Otro,5600
1671,SI,0.8,0.14,Amarillo,Maiz,FALSO,85550,Hibrido,NO,6,1,8,1.5,6,BAJA,LENTO A MUY LENTO,23,FA,32.96394231,22.64239925,27.80317078,10.32154306,43581.59318,315.9,0.096153846,0,79.20228674,5.819253834,32.06166667,22.64682536,27.35424601,9.414841304,23452.5549,161.6,0.066666667,0,81.46272274,4.528519888,33.03812883,22.89077668,27.96445276,10.14735215,16482.9735,100.8,0.078947368,0,79.9871393,3.958167612,172,47,90,PIONEER 30F35,5800
1672,SI,0.8,0.14,Blanco,Maiz,FALSO,85550,Hibrido,NO,5,0,6,1.5,6,MEDIA,LENTO A MUY LENTO,22,FAr,32.37320888,22.7467215,27.55996519,9.626487384,42361.47163,295.4,0.076923077,0,81.03831731,4.308681749,32.40356206,22.79598393,27.599773,9.607578133,25088.33704,160,0.083333333,0,81.11799209,4.189578304,32.16538908,22.82991528,27.49765218,9.335473798,7729.823863,31.2,0,0,83.19435354,3.603831265,146,40,40,Otro,5500
1673,SI,0.8,0.14,Amarillo,Maiz,FALSO,85589,Hibrido,NO,4,0,4,1.5,5,MEDIA,LENTO A MUY LENTO,20,FA,32.5793163,22.66595227,27.62263429,9.913364038,43085.5284,283.2,0.076923077,0,80.65362537,4.562487736,32.32414826,22.6526506,27.48839943,9.671497665,24618.43881,189.8,0.1,0,81.53006719,4.386896005,31.80495918,22.88938105,27.34717011,8.915578121,6889.151694,44.6,0.058823529,0,82.19423149,2.575219565,110,48,24,Otro,5500
1675,SI,0.8,0.14,Blanco,Maiz,VERDADERO,73200,Hibrido,NO,2,1,5,2,6,BAJA,LENTO A MUY LENTO,22,ArA,31.39415087,24.38269003,27.88842045,7.011460833,40250.48813,55.1,0.009615385,0,72.60887101,12.24950508,32.19349819,24.56114275,28.37732047,7.632355435,24580.74855,52.2,0.016666667,0,65.85208333,11.09733044,33.05777862,25.26210174,29.15994018,7.795676884,20020.16227,43,0.04,0,54.54,9.054637629,146,18,52,Otro,5000
1676,SI,0.8,0.14,Blanco,Maiz,VERDADERO,71800,Hibrido,NO,3,0,5,2,6,BAJA,LENTO A MUY LENTO,21,ArL,31.46396256,24.40549724,27.9347299,7.058465328,40519.92833,61.2,0.009615385,0,71.79076203,12.22859197,32.11582132,24.56278502,28.33930317,7.553036292,24474.21267,61.1,0.016666667,0,65.1375,10.80725158,33.23910749,25.28151906,29.26031328,7.957588423,16724.56896,12.9,0.023809524,0,53.03472222,8.388733111,146,18,52,Otro,6000
1677,NO,0.8,0.14,Blanco,Arroz,VERDADERO,75600,Hibrido,NO,3,0,3,3,6,BAJA,LENTO A MUY LENTO,19,ArL,31.46396256,24.40549724,27.9347299,7.058465328,40519.92833,61.2,0.009615385,0,71.79076203,12.22859197,32.11582132,24.56278502,28.33930317,7.553036292,24474.21267,61.1,0.016666667,0,65.1375,10.80725158,32.72613603,25.35305427,29.03959515,7.373081757,29386.36322,120,0.08,0,56.34037581,8.668337172,116,0,17,Otro,6000
1678,NO,0.8,0.14,Blanco,Arroz,FALSO,78000,Hibrido,NO,2,1,4,1,6,BAJA,LENTO A MUY LENTO,18,ArL,31.20892825,24.8421535,28.02554088,6.366774752,38983.84986,0,0,0,78.27020382,7.215154078,30.82477237,24.34772317,27.58624777,6.477049201,22549.39987,0,0,0,80.1755153,6.467450493,31.92625861,24.3647413,28.14549995,7.561517301,16481.78204,15.9,0,0,66.46979167,11.47485013,122,58,18,Otro,5000
1679,NO,0.8,0.14,Blanco,Arroz,FALSO,78500,Hibrido,SI,2,0,6,2,5,BAJA,LENTO A MUY LENTO,22,FA,31.03158031,25.05184679,28.04171355,5.979733526,37270.03357,0,0,0,78.61570698,7.138069261,31.34019097,25.25063195,28.29541146,6.089559018,22431.82738,0,0,0,77.36055345,7.669035244,31.3782724,24.34498429,27.86162835,7.033288114,16387.28481,0,0,0,78.56857875,6.324584424,134,76,76,Otro,3500
1680,NO,0.8,0.14,Amarillo,Arroz,FALSO,78000,Hibrido,SI,2,0,4,2,7,BAJA,LENTO A MUY LENTO,23,FA,31.28194674,24.66740591,27.97467632,6.614540828,39787.19353,6.7,0,0,77.18954761,7.531172594,31.31014371,24.25392322,27.78203347,7.056220491,23488.42069,6.6,0,0,77.55262033,7.016227942,32.30747391,24.59574187,28.45160789,7.711732045,17996.96865,54.8,0.022222222,0,57.81111111,7.633417692,94,60,48,DK7088,6000
1681,SI,0.8,0.14,Blanco,Arroz,VERDADERO,78600,Hibrido,SI,3,0,5,2,5,MEDIA,LENTO A MUY LENTO,22,FA,31.38243741,24.7764254,28.07943141,6.606012011,39849.41841,0,0,0,77.53416133,7.049093043,31.20455363,24.37863832,27.79159597,6.825915315,22850.7823,0,0,0,78.93473247,6.409412493,32.09127276,24.48941109,28.29034193,7.601861669,15883.26051,61.1,0.025641026,0,59.67200855,9.09304657,140,54,54,Otro,6000
1683,SI,0.8,0.14,Blanco,Arroz,FALSO,74100,Hibrido,SI,2,0,7,2.5,6,MEDIA,LENTO A MUY LENTO,23,FA,31.42034805,24.38769749,27.90402277,7.032650563,40363.56947,50.6,0.009615385,0,72.75189985,12.26643614,32.1941247,24.52720857,28.36066664,7.666916123,24478.34664,50.4,0.016666667,0,66.24583333,11.12556125,32.67169098,25.08670395,28.87919746,7.584987033,15034.86603,22.3,0.026315789,0,56.3377193,8.069324663,204,72,72,Otro,5000
1684,NO,0.8,0.14,Amarillo,Arroz,FALSO,86100,Hibrido,NO,2,0,5,1.5,6,MEDIA,LENTO A MUY LENTO,23,ArL,31.23467664,24.5584499,27.89656327,6.676226745,39882.64543,8,0,0,76.3045585,8.737218956,31.51656732,24.25762119,27.88709426,7.258946135,23772.60937,8,0,0,75.01782499,8.093897131,32.46984741,24.68909089,28.57946915,7.780756522,14251.65072,53.4,0.028571429,0,57.06666667,7.886262566,106,94,54,DK7088,5000
1685,SI,0.8,0.14,Blanco,Arroz,VERDADERO,74110,Hibrido,NO,3,0,4,2.5,6,BAJA,LENTO A MUY LENTO,35,FA,31.23467664,24.5584499,27.89656327,6.676226745,39882.64543,8,0,0,76.3045585,8.737218956,31.51656732,24.25762119,27.88709426,7.258946135,23772.60937,8,0,0,75.01782499,8.093897131,32.46984741,24.68909089,28.57946915,7.780756522,14251.65072,53.4,0.028571429,0,57.06666667,7.886262566,40,44,80,Otro,6500
1686,SI,0.8,0.14,Blanco,Arroz,VERDADERO,86171,Hibrido,SI,3,1,6,2,6,BAJA,LENTO A MUY LENTO,25,ArA,31.23756447,24.38022383,27.80889415,6.857340641,40460.79212,15.9,0,0,75.21335122,10.80597294,31.91703749,24.34755192,28.13229471,7.569485568,24389.12176,15.9,0,0,71.03636364,10.32528002,32.40030907,24.69146717,28.54588812,7.708841897,13049.35407,45.5,0.03030303,0,57.39520202,7.282331235,144,40,80,Otro,6700
1687,SI,0.8,0.14,Blanco,Arroz,FALSO,86136,Hibrido,NO,0,1,4,2,6,BAJA,LENTO A MUY LENTO,29,ArA,31.21954346,24.35173825,27.78564085,6.86780521,40419.92609,15.9,0,0,75.03194793,11.05354393,31.97151666,24.34438314,28.1579499,7.627133514,24570.58587,15.9,0,0,70.35580808,10.58375309,32.44482609,24.79508113,28.61995361,7.649744959,9229.607656,45.5,0.043478261,0,58.61775362,6.804188264,52,40,80,Otro,4500
1688,SI,0.8,0.14,Blanco,Arroz,VERDADERO,86345,Hibrido,NO,3,0,5,2,6,BAJA,LENTO A MUY LENTO,24,ArA,31.19803802,24.57284413,27.88544107,6.625193892,39664.01863,8,0,0,76.73925402,8.098932358,31.37399788,24.25273167,27.81336478,7.121266204,23522.84675,8,0,0,75.75331477,7.717577453,32.67501716,24.83240751,28.75371233,7.842609653,21277.46411,53.4,0.018867925,0,55.49921384,8.286243115,128,40,57,DK 234,4500
1690,SI,0.8,0.14,Amarillo,Arroz,VERDADERO,74636,Hibrido,NO,1,0,5,2,6,BAJA,LENTO A MUY LENTO,19,ArA,31.43579276,24.4051184,27.92045558,7.030674358,40635.63646,15.9,0,0,73.01391908,12.10878934,32.14843025,24.44672464,28.29757745,7.701705616,24601.33228,15.9,0,0,67.06388889,11.01648062,32.65633351,25.07776166,28.86704759,7.578571845,16216.88038,56.8,0.048780488,0,56.53556911,8.13319331,140,54,54,DK7088,7300
1691,SI,0.8,0.14,Amarillo,Arroz,VERDADERO,86136,Hibrido,NO,2,0,5,2,6,BAJA,LENTO A MUY LENTO,26,FA,31.64777396,24.4152843,28.03152913,7.232489665,40870.46111,61.4,0.009615385,0,70.61769763,12.25617338,32.07964076,24.52549783,28.30256929,7.554142935,24434.6385,61.4,0.016666667,0,63.87083333,10.75845127,33.28752068,25.38769265,29.33760666,7.899828031,16357.37758,33.8,0.048780488,0,52.84857724,8.740266194,140,54,54,DK7088,6000
1692,SI,0.8,0.14,Amarillo,Arroz,VERDADERO,73920,Hibrido,NO,2,0,5,2,6,BAJA,LENTO A MUY LENTO,25,ArA,31.64777396,24.4152843,28.03152913,7.232489665,40870.46111,61.4,0.009615385,0,70.61769763,12.25617338,32.07964076,24.52549783,28.30256929,7.554142935,24434.6385,61.4,0.016666667,0,63.87083333,10.75845127,33.28752068,25.38769265,29.33760666,7.899828031,16357.37758,33.8,0.048780488,0,52.84857724,8.740266194,140,54,54,DK7088,6000
1693,NO,0.8,0.14,Blanco,Arroz,VERDADERO,87100,Hibrido,NO,2,0,4,2,7,BAJA,LENTO A MUY LENTO,28,FA,31.23843359,24.43132036,27.83487698,6.807113228,40370.74905,15.9,0,0,75.60458608,9.98208949,31.71139371,24.27880639,27.99510005,7.432587319,24123.56631,15.9,0,0,72.65858586,9.207964913,33.0117562,25.16767292,29.08971456,7.844083278,26576.94217,79.3,0.045454545,0,54.33522727,8.785712931,116,58,18,Otro,6000
1695,SI,0.8,0.14,Blanco,Arroz,FALSO,79800,Hibrido,SI,3,1,6,1.5,6,MEDIA,LENTO A MUY LENTO,23,FAr,32.12992058,22.67771517,27.40381787,9.452205407,42379.85593,410.2,0.125,0,83.12295968,6.009524628,31.76968028,22.39919091,27.0844356,9.370489372,24618.77339,301,0.15,0,85.03078717,5.138058423,33.33825658,21.79445543,27.56635601,11.54380115,15462.65682,0.8,0,0,75.74841318,8.28112037,116,80,80,DK 234,5000
1696,NO,0.8,0.14,Blanco,Arroz,VERDADERO,76900,Hibrido,NO,4,2,5,1.5,6,BAJA,LENTO A MUY LENTO,21,ArL,32.12992058,22.67771517,27.40381787,9.452205407,42379.85593,410.2,0.125,0,83.12295968,6.009524628,31.76968028,22.39919091,27.0844356,9.370489372,24618.77339,301,0.15,0,85.03078717,5.138058423,33.62861307,21.57364745,27.60113026,12.05496562,25322.28839,26,0.01754386,0,73.33440034,9.244001506,112,94,54,DK 234,5000
1698,NO,0.8,0.14,Blanco,Arroz,FALSO,84570,Hibrido,NO,2,2,6,1.5,6,BAJA,LENTO A MUY LENTO,21,ArA,32.03206918,22.94696823,27.4895187,9.085100954,40937.29701,491.6,0.153846154,0,83.39842675,5.892502031,32.03054632,22.91505695,27.47280164,9.115489372,24231.67235,305.2,0.15,0,84.76743226,4.94520769,33.31725882,21.46818882,27.39272382,11.84907,32027.48435,29.4,0.013888889,0,74.99022759,9.161644215,156,80,40,DK 234,6000
1699,SI,0.8,0.14,Amarillo,Arroz,VERDADERO,77220,Hibrido,NO,2,3,6,2,6,BAJA,LENTO A MUY LENTO,18,FA,32.31730769,21.89615385,27.10673077,10.42115385,45618.61834,328,0.125,0,80.97391852,8.628895602,33.06,21.91333333,27.48666667,11.14666667,27035.52631,149.6,0.083333333,0,76.64434524,8.253143128,32.35086254,22.78249231,27.56667742,9.568370232,15134.29325,75,0.025,0,73.87770551,8.837057929,168,58,58,DK7088,6500
1701,SI,0.8,0.14,Amarillo,Arroz,FALSO,74225,Hibrido,SI,2,2,6,2,6,MEDIA,LENTO A MUY LENTO,20,FA,31.66923077,22.55,27.10961538,9.119230769,44054.82426,572.2,0.153846154,0,85.39635591,5.287324606,31.32,22.16333333,26.74166667,9.156666667,25132.79272,345,0.166666667,0,86.9298913,5.177633571,32.82608696,21.82608696,27.32608696,11,21086.09569,96.8,0.043478261,0,80.42119565,5.681742122,150,40,60,Otro,6500
1703,NO,0.8,0.14,Amarillo,Arroz,VERDADERO,76550,Hibrido,SI,3,3,7,2,7,BAJA,LENTO A MUY LENTO,21,ArA,31.05853319,24.81644152,27.93748735,6.242091667,38444.852,0,0,0,78.7495526,7.218313643,30.666887,24.38729298,27.52708999,6.279594027,22310.04835,0,0,0,80.47642142,7.199534826,31.97291658,24.46813863,28.22052761,7.50477795,17201.73898,15.5,0,0,70.10019841,7.994080527,122,86,120,Otro,5500
1704,SI,0.8,0.14,Amarillo,Arroz,FALSO,73000,Hibrido,SI,2,2,6,2,6,MEDIA,LENTO A MUY LENTO,21,FA,32.46149601,23.82363191,28.14256396,8.637864095,36865.19943,80.8,0.019230769,0,73.28776166,9.488597359,34.22117673,23.14840723,28.68479198,11.07276949,21981.09228,35.3,0.016666667,0,69.24236583,9.206212492,39.02091569,23.89713039,31.45902304,15.1237853,15117.94114,42.5,0.025641026,0,57.88496878,6.491530837,122,58,98,DK7088,6500
1706,SI,0.8,0.14,Amarillo,Arroz,VERDADERO,73456,Hibrido,NO,2,1,6,1.5,6,BAJA,LENTO A MUY LENTO,22,FA,32.29695625,22.45789468,27.37742547,9.839061564,42999.91963,309.4,0.086538462,0,82.31759915,6.48571432,32.25133388,21.9369605,27.09414719,10.31437338,25343.80114,134.4,0.05,0,82.84958835,7.039704239,34.34153275,21.66653275,28.00403275,12.675,27015.64688,125.8,0.083333333,0,68.95565307,9.283935589,167,54,54,DK7088,5000
1717,NO,0.8,0.14,Blanco,Arroz,VERDADERO,76890,Hibrido,SI,2,2,5,1.5,5,BAJA,LENTO A MUY LENTO,23,FAr,32.5026349,22.06357333,27.28310412,10.43906156,44012.17019,247.8,0.067307692,0,80.06640691,8.949394269,33.11084451,21.48862717,27.29973584,11.62221734,26472.89014,4.4,0,0,75.56272269,8.532261832,34.40012909,22.05783929,28.22898419,12.3422898,22063.72077,156.4,0.12,0,70.56588819,10.00910993,112,94,54,DK 234,5000
1721,SI,0.8,0.14,Blanco,Arroz,FALSO,78900,Hibrido,SI,2,2,5,2,6,MEDIA,LENTO A MUY LENTO,26,FA,32.10450205,23.8882066,27.99635433,8.216295455,36663.38671,83.2,0.019230769,0,74.13526032,8.636770757,33.39569264,23.19765831,28.29667547,10.19803433,21774.5914,35.3,0.016666667,0,71.44718201,7.97128666,39.08321035,23.84199383,31.46260209,15.24121652,17967.69473,42.5,0.02173913,0,57.48980125,6.441022188,79,51,80,DK 234,5500
1722,SI,0.8,0.14,Amarillo,Arroz,FALSO,78590,Hibrido,SI,2,0,3,2,6,BAJA,LENTO A MUY LENTO,21,FAr,32.29695625,22.45789468,27.37742547,9.839061564,42999.91963,309.4,0.086538462,0,82.31759915,6.48571432,32.25133388,21.9369605,27.09414719,10.31437338,25343.80114,134.4,0.05,0,82.84958835,7.039704239,34.56965971,21.52060311,28.04513141,13.0490566,23945.90621,57.8,0.037735849,0,67.53600047,8.740567516,48,76,36,DK7088,6000
1730,SI,0.8,0.16,Amarillo,Arroz,VERDADERO,74354,Hibrido,SI,2,2,6,2,6,BAJA,LENTO A MUY LENTO,21,ArL,32.15986302,22.86986437,27.51486369,9.289998651,41938.31003,443,0.134615385,0,83.35568447,5.833945539,32.04458219,22.82075949,27.43267084,9.223822705,24835.93544,302.6,0.15,0,84.96553409,4.870295721,33.37729637,21.58917253,27.48323445,11.78812384,31790.74272,49.8,0.02739726,0,74.13020164,9.21759707,144,40,80,DK7088,5800
1732,SI,0.8,0.14,Amarillo,Arroz,VERDADERO,78678,Hibrido,SI,3,2,7,1,6,BAJA,LENTO A MUY LENTO,18,FA,33.61646594,21.71066918,27.66356756,11.90579676,45929.80669,160.4,0.057692308,0,73.36457341,9.693972654,34.18769645,21.72819941,27.95794793,12.45949704,26696.13334,156.2,0.1,0,69.60102822,9.668736377,33.26745166,22.77894737,28.02319951,10.48850429,16692.27405,166,0.157894737,0,77.07388727,9.584900091,138,40,120,Otro,6000
1733,SI,0.8,0.14,Amarillo,Arroz,VERDADERO,78654,Hibrido,NO,2,1,6,2,5,MEDIA,LENTO A MUY LENTO,21,FA,35.78361919,23.43075097,29.60718508,12.35286822,38924.338,77.8,0.019230769,0,65.89390434,10.27449641,38.51328988,23.15751916,30.83540452,15.35577072,22868.07126,77.8,0.033333333,0,60.31304427,8.360079683,35.59980745,23.77747517,29.68864131,11.82233228,14560.84182,81,0.05,0,67.76327834,8.908149189,190,58,18,DK7088,4500
1734,NO,0.8,0.14,Amarillo,Arroz,FALSO,74567,Hibrido,SI,0,1,4,2,6,BAJA,LENTO A MUY LENTO,19,ArL,35.8805724,23.48655298,29.68356269,12.39401942,38944.803,77.8,0.019230769,0,65.28383958,10.13433668,38.45162217,23.34432659,30.89797438,15.10729558,22887.98422,77.7,0.033333333,0,59.87178894,8.298854132,35.47944895,23.60992306,29.54468601,11.86952589,13385.16483,81,0.054054054,0,68.68223783,8.621033231,138,18,18,Otro,5500
1735,SI,0.8,0.14,Amarillo,Arroz,FALSO,85400,Hibrido,NO,2,2,5,1,6,MEDIA,LENTO A MUY LENTO,20,FA,33.43354007,23.54357478,28.48855743,9.889965293,37393.63531,117.4,0.028846154,0,71.28982709,10.19635593,35.57020187,22.96272484,29.26646335,12.60747703,22035.64376,77.4,0.033333333,0,66.81383297,9.477321412,39.05329272,24.3031327,31.67821271,14.75016002,11811.45333,0.4,0,0,57.25682752,5.418678794,93,72,72,DK7088,6200
1737,SI,0.8,0.14,Amarillo,Arroz,VERDADERO,78000,Hibrido,SI,3,1,6,1.5,6,BAJA,LENTO A MUY LENTO,20,FA,32.12992058,22.67771517,27.40381787,9.452205407,42379.85593,410.2,0.125,0,83.12295968,6.009524628,31.76968028,22.39919091,27.0844356,9.370489372,24618.77339,301,0.15,0,85.03078717,5.138058423,33.61432223,21.69227546,27.65329885,11.92204677,28341.91327,46.4,0.030769231,0,73.10157671,9.233189221,100,18,98,Otro,6000
1738,SI,0.8,0.14,Amarillo,Arroz,VERDADERO,78900,Hibrido,SI,2,1,4,1.5,6,BAJA,LENTO A MUY LENTO,18,FA,31.00475403,24.92714281,27.96594842,6.077611223,35781.19457,90.9,0.028846154,0,74.97156326,8.86302871,30.32142918,24.69669118,27.50906018,5.624738,20694.74786,49,0.016666667,0,77.1102893,7.643951231,35.63083873,22.95678506,29.2938119,12.67405367,24258.66911,77.4,0.03030303,0,66.86201967,9.632733368,116,58,18,DK7088,5000
1739,SI,0.8,0.14,Amarillo,Arroz,VERDADERO,81890,Hibrido,SI,2,2,4,2,6,BAJA,LENTO A MUY LENTO,18,FA,31.00457665,24.86973364,27.93715515,6.134843016,35945.10484,74.2,0.019230769,0,74.90609745,8.696299765,30.34154209,24.50428059,27.42291134,5.837261503,20716.69733,45.5,0.016666667,0,77.87193444,6.816045818,35.30271633,22.71154538,29.00713085,12.59117095,14987.47019,35.3,0.024390244,0,67.68236032,9.028944037,116,58,18,DK7088,6000
1740,SI,0.8,0.14,Amarillo,Arroz,VERDADERO,82456,Hibrido,NO,1,2,5,2,6,BAJA,LENTO A MUY LENTO,17,FA,34.54082162,23.51751967,29.02917064,11.02330196,38204.257,113.7,0.028846154,0,68.37527769,10.24331287,37.26212576,22.84219353,30.05215965,14.41993223,22403.22634,77.7,0.033333333,0,62.84960782,8.572430357,35.32318478,23.82505565,29.57412021,11.49812914,25932.75876,93.9,0.02739726,0,67.95677363,10.01106611,79,51,80,Otro,6000
1746,SI,0.8,0.14,Amarillo,Arroz,VERDADERO,76589,Hibrido,SI,4,3,5,1,6,BAJA,LENTO A MUY LENTO,20,FA,32.46951448,22.19679907,27.33315677,10.27271541,44045.30136,304,0.086538462,0,80.89182283,8.357857452,32.86337737,21.68529383,27.2743356,11.17808354,26375.19771,20.6,0,0,78.56921314,9.075659495,34.52229912,21.54479912,28.03354912,12.9775,17587.84975,57.8,0.05,0,67.88207563,9.668954377,156,58,18,PIONEER 30F35,6000
1912,SI,0.8,0.2,Blanco,Arroz,VERDADERO,72500,Hibrido,NO,0,3,4,2,6,BAJA,LENTO A MUY LENTO,19,Ar,30.23306762,24.72076278,27.4769152,5.512304844,32414.84422,260.1,0.067307692,0,72.64264471,7.325279136,28.65964081,25.58356913,27.12160497,3.07607168,18216.83002,208.1,0.1,0,70.8480362,6.746201988,33.57550531,24.69538741,29.13544636,8.880117901,19610.43061,2.7,0,0,68.29084092,7.958473807,144,18,18,Otro,6000
1915,SI,0.8,0.2,Blanco,Arroz,VERDADERO,75000,Hibrido,NO,2,0,5,1,6,BAJA,LENTO A MUY LENTO,18,Ar,32.57820178,22.59134615,27.58477397,9.986855626,44105.51093,379.8,0.125,0,81.87262549,7.789090976,32.16166667,22.50333333,27.3325,9.658333333,24879.09587,156.4,0.083333333,0,85.26666667,4.072467672,32.54666667,22.43666667,27.49166667,10.11,23767.52158,146.8,0.083333333,0,79.26547815,7.769626734,196,18,18,Otro,5000
1917,SI,0.8,0.2,Blanco,Arroz,VERDADERO,87500,Hibrido,SI,2,1,3,2,5,BAJA,LENTO A MUY LENTO,17,Ar,31.90546257,23.9668285,27.93614553,7.938634074,36548.53603,83.2,0.019230769,0,74.36893846,8.352946712,33.15944117,23.27888143,28.2191613,9.880559743,21784.82313,0.8,0,0,71.90636608,7.969199624,38.9938348,23.18872985,31.09128233,15.80510495,11162.1366,76.8,0.068965517,0,58.73728758,7.324691242,110,18,18,DK 234,6000
1918,NO,0.8,0.2,Amarillo,Arroz,VERDADERO,75000,Hibrido,NO,3,2,6,1,6,MEDIA,LENTO A MUY LENTO,20,FA,32.70894331,23.96342843,28.33618587,8.745514874,34164.1911,222.6,0.057692308,0,72.08055991,8.280991919,30.65585124,24.03192028,27.34388576,6.623930966,18194.80116,160.9,0.083333333,0,75.42242166,5.690234751,30.01155703,25.69291657,27.8522368,4.318640463,15318.15862,84,0.042553191,0,68.23616536,8.348474608,150,40,80,DK7088,4500
