ID,SEM_TRATADAS,DIST_SURCOS,DIST_PLANTAS,COLOR_ENDOSPERMO,CULT_ANT,DRENAJE,POBLACION_20DIAS,TIPO_MATERIAL,ALMACENAMIENTO_FINCA,ContMalQui,ContPlaQui,CanFerQui,PENDIENTE,PH,MAT_ORGANICA,DRE_INTERN,PROF_EFEC,PText,Temp_Max_Avg_Veg,Temp_Min_Avg_Veg,Temp_Avg_Veg,Diurnal_Range_Avg_Veg,Sol_Ener_Accu_Veg,Rain_Accu_Veg,Rain_10_Freq_Veg,Temp_Min_15_Freq_Veg,Rhum_Avg_Veg,Rhum_sd_Veg,Temp_Max_Avg_For,Temp_Min_Avg_For,Temp_Avg_For,Diurnal_Range_Avg_For,Sol_Ener_Accu_For,Rain_Accu_For,Rain_10_Freq_For,Temp_Min_15_Freq_For,Rhum_Avg_For,Rhum_sd_For,Temp_Max_Avg_Mad,Temp_Min_Avg_Mad,Temp_Avg_Mad,Diurnal_Range_Avg_Mad,Sol_Ener_Accu_Mad,Rain_Accu_Mad,Rain_10_Freq_Mad,Temp_Min_15_Freq_Mad,Rhum_Avg_Mad,Rhum_sd_Mad,TotN,Totp,Totk,split,RDT
1919,SI,0.8,0.2,Amarillo,Arroz,VERDADERO,82500,Hibrido,SI,3,2,6,2,6,BAJA,LENTO A MUY LENTO,18,ArL,32.95731083,23.97597303,28.46664193,8.9813378,34419.76852,219.7,0.057692308,0,71.61281243,8.525472169,30.70905674,24.0564009,27.38272882,6.652655842,18294.52656,167.1,0.083333333,0,75.33382095,5.715863489,31.50842749,25.28408432,28.39625591,6.22434317,25116.31968,86.4,0.027027027,0,68.26979634,7.881899551,150,40,80,DK7088,4000
1932,SI,0.8,0.2,Amarillo,Arroz,VERDADERO,82500,Hibrido,NO,1,3,3,2,6,BAJA,LENTO A MUY LENTO,18,ArA,30.23306762,24.72076278,27.4769152,5.512304844,32414.84422,260.1,0.067307692,0,72.64264471,7.325279136,28.65964081,25.58356913,27.12160497,3.07607168,18216.83002,208.1,0.1,0,70.8480362,6.746201988,34.71581719,24.13460362,29.4252104,10.58121357,10509.31927,1.9,0,0,68.86605982,9.273936746,52,40,0,PIONEER 30F35,5500
1934,NO,0.8,0.2,Amarillo,Arroz,VERDADERO,82500,Hibrido,NO,2,4,4,2,6,BAJA,LENTO A MUY LENTO,15,ArL,30.44763715,24.70977682,27.57870698,5.737860329,32466.11194,222.2,0.057692308,0,72.41389036,7.883620809,30.00021256,25.4852299,27.74272123,4.514982656,19103.32705,136,0.066666667,0,69.62167066,7.929163166,33.53831117,24.93809031,29.23820074,8.600220862,14070.95617,2.2,0,0,67.18688716,5.950500975,110,58,18,Otro,6000
1955,NO,0.8,0.2,Amarillo,Arroz,VERDADERO,82500,Hibrido,NO,1,2,4,2,5,BAJA,LENTO A MUY LENTO,20,FAr,30.24025067,24.78955931,27.51490499,5.450691356,32573.69225,244.8,0.067307692,0,72.19455642,7.740199131,29.10633445,25.51725961,27.31179703,3.58907484,18691.02207,197.4,0.1,0,70.07882858,8.093195643,33.55002515,24.99460716,29.27231615,8.555417991,22205.16761,3.3,0,0,67.07875286,7.445309138,156,18,18,PIONEER 30F35,5000
1957,NO,0.8,0.2,Amarillo,Arroz,VERDADERO,78900,Hibrido,SI,1,1,4,2,6,BAJA,LENTO A MUY LENTO,20,FAr,30.34276886,24.74072584,27.54174735,5.602043021,32501.69507,223.3,0.057692308,0,72.25278128,7.907968871,29.66955347,25.51636747,27.59296047,4.153186,18951.26718,138.6,0.066666667,0,69.54585237,7.849092243,34.4087161,24.5809703,29.4948432,9.827745799,9946.579291,1.9,0,0,67.98122271,7.007051047,66,94,54,Otro,5000
1959,NO,0.8,0.2,Amarillo,Arroz,VERDADERO,75000,Hibrido,SI,1,1,4,2,5,MEDIA,LENTO A MUY LENTO,18,AF,32.27403846,22.42403846,27.34903846,9.85,41732.11984,270.2,0.086538462,0,82.51814445,6.787390521,32.465,22.34166667,27.40333333,10.12333333,23849.16751,155.4,0.083333333,0,80.73075593,7.289150532,32.51293134,22.71017406,27.6115527,9.802757286,29109.81257,348.6,0.154929577,0,81.78028458,6.597726588,128,36,36,PIONEER 30F35,5000
1960,SI,0.8,0.2,Amarillo,Arroz,VERDADERO,78000,Hibrido,SI,2,3,4,2,5,BAJA,LENTO A MUY LENTO,18,FAr,32.50769231,22.49423077,27.50096154,10.01346154,42398.29209,278,0.086538462,0,81.41237522,7.103767974,32.18666667,22.78333333,27.485,9.403333333,23280.40196,181.6,0.1,0,79.73214482,7.725844458,32.29279482,22.67400676,27.48340079,9.618788062,21379.37238,283.4,0.169811321,0,82.87154475,5.945914308,132,40,0,Otro,6000
1961,SI,0.8,0.2,Amarillo,Arroz,VERDADERO,75000,Hibrido,SI,2,2,3,2,5,BAJA,LENTO A MUY LENTO,20,ArA,33.730391,23.91387649,28.82213374,9.816514511,35159.98062,210.6,0.057692308,0,70.49412436,9.496407752,31.21499071,23.87634944,27.54567008,7.338641272,18693.97306,164.8,0.083333333,0,75.44145005,5.732714456,28.07675498,25.87203088,26.97439293,2.204724098,7466.185606,72.2,0.08,0,70.05724347,6.959714137,70,58,18,DK7088,5500
2096,NO,0.8,0.15,Amarillo,Maiz,VERDADERO,73000,Hibrido,NO,2,3,4,0.5,6,MEDIA,BUENO,70,L,32.53173077,23.04134615,27.78653846,9.490384615,44780.14211,322.4,0.096153846,0,79.42067308,8.729830196,32.71833333,23.375,28.04666667,9.343333333,25483.84386,76.6,0.05,0,76.75972222,9.73874044,35.67352941,23.43823529,29.55588235,12.23529412,15216.02871,43.2,0.058823529,0,66.1997549,8.490969774,138,0,60,Otro,4500
2123,SI,0.8,0.17,Amarillo,Maiz,VERDADERO,75000,Hibrido,NO,2,2,4,1.5,6.5,MEDIA,BUENO,44,L,32.64807692,23.02115385,27.83461538,9.626923077,45058.54242,321.2,0.096153846,0,79.08333333,8.870217462,32.78333333,23.37333333,28.07833333,9.41,25534.31276,75.4,0.05,0,76.36111111,9.770686643,35.71818182,23.44545455,29.58181818,12.27272727,14879.97129,43.2,0.060606061,0,66.27146465,8.612159078,82,64,78,Otro,3000
2124,NO,0.8,0.15,Amarillo,Maiz,VERDADERO,75000,OGM,NO,3,2,4,1.5,6.5,MEDIA,BUENO,47,L,32.64807692,23.02115385,27.83461538,9.626923077,45058.54242,321.2,0.096153846,0,79.08333333,8.870217462,32.78333333,23.37333333,28.07833333,9.41,25534.31276,75.4,0.05,0,76.36111111,9.770686643,35.79142857,23.58571429,29.68857143,12.20571429,15764.29665,43.2,0.057142857,0,65.54642857,8.891960983,110,18,78,ADV 9339 (Syngenta),2800
2185,NO,0.8,0.15,Amarillo,Maiz,VERDADERO,73000,OGM,NO,3,2,3,0.5,6.5,MEDIA,BUENO,60,L,32.64807692,23.02115385,27.83461538,9.626923077,45058.54242,321.2,0.096153846,0,79.08333333,8.870217462,32.78333333,23.37333333,28.07833333,9.41,25534.31276,75.4,0.05,0,76.36111111,9.770686643,35.86388889,23.68611111,29.775,12.17777778,16331.25359,43.2,0.055555556,0,65.0625,9.232477505,79,33,33,ADV 9339 (Syngenta),4000
2189,NO,0.8,0.15,Amarillo,Maiz,VERDADERO,74000,Hibrido,NO,2,3,3,0.2,6.5,MEDIA,BUENO,70,L,32.53173077,23.04134615,27.78653846,9.490384615,44780.14211,322.4,0.096153846,0,79.42067308,8.729830196,32.71833333,23.375,28.04666667,9.343333333,25483.84386,76.6,0.05,0,76.75972222,9.73874044,35.78723404,23.81702128,29.80212766,11.97021277,20671.14833,47.8,0.042553191,0,64.90336879,9.127833201,82,36,36,ADV 9339 (Syngenta),3800
2192,NO,0.8,0.16,Amarillo,Maiz,VERDADERO,75000,Hibrido,NO,3,2,2,1.2,6.5,MEDIA,BUENO,20,FA,32.48653846,23.00288462,27.74471154,9.483653846,45012.33349,330.8,0.096153846,0,80.25240385,7.901605557,32.73833333,23.21333333,27.97583333,9.525,26167.58548,76.6,0.05,0,78.01736111,8.50027449,35.5075,23.7375,29.6225,11.77,17415.04306,43.2,0.05,0,64.85729167,8.563456611,61,15,15,ADV 9339 (Syngenta),1600
2204,NO,0.8,0.15,Amarillo,Maiz,VERDADERO,74000,Hibrido,NO,3,2,4,1,6.5,MEDIA,BUENO,70,FrL,32.80576923,23.08365385,27.94471154,9.722115385,45398.47543,316.4,0.096153846,0,78.41907051,9.556702528,32.92333333,23.37333333,28.14833333,9.55,25539.22185,75.4,0.05,0,75.49513889,10.4623408,35.67272727,23.62121212,29.6469697,12.05151515,14745.01435,43.2,0.060606061,0,66.17676768,8.734920229,146,5,0,ADV 9339 (Syngenta),2500
2217,NO,0.8,0.15,Amarillo,Maiz,VERDADERO,75000,Hibrido,NO,3,2,2,1.2,6.5,MEDIA,BUENO,25,FrL,32.64807692,23.02115385,27.83461538,9.626923077,45058.54242,321.2,0.096153846,0,79.08333333,8.870217462,32.78333333,23.37333333,28.07833333,9.41,25534.31276,75.4,0.05,0,76.36111111,9.770686643,35.86388889,23.68611111,29.775,12.17777778,16331.25359,43.2,0.055555556,0,65.0625,9.232477505,0,0,110,ADV 9339 (Syngenta),2000
2239,SI,0.8,0.15,Blanco,Maiz,VERDADERO,75000,Hibrido,NO,3,2,3,1.5,6.5,MEDIA,BUENO,30,FAr,32.64807692,23.02115385,27.83461538,9.626923077,45058.54242,321.2,0.096153846,0,79.08333333,8.870217462,32.78333333,23.37333333,28.07833333,9.41,25534.31276,75.4,0.05,0,76.36111111,9.770686643,35.79142857,23.58571429,29.68857143,12.20571429,15764.29665,43.2,0.057142857,0,65.54642857,8.891960983,107,15,15,P4082 (Pioneer),5000
2240,SI,0.8,0.15,Amarillo,Maiz,VERDADERO,75000,Hibrido,NO,3,2,4,1.5,6.5,MEDIA,BUENO,30,FAr,32.71826923,23.05865385,27.88846154,9.659615385,45206.93476,321,0.096153846,0,78.76682692,9.232416301,32.84166667,23.34,28.09083333,9.501666667,25521.48022,75.4,0.05,0,75.96319444,10.02180735,35.659375,23.534375,29.596875,12.125,14369.77033,43.2,0.0625,0,66.52734375,8.621571635,100,5,50,Otro,4500
2245,SI,0.85,0.15,Blanco,Arroz,VERDADERO,75000,OGM,NO,2,4,8,1.8,6,MEDIA,BUENO,32,A,32.53206988,22.26590261,27.39898625,10.26616727,42176.7087,127.2,0.038461538,0,80.45662962,7.345106757,32.79666667,21.835,27.31583333,10.96166667,24702.28852,42.4,0.016666667,0,77.38379603,7.676194668,33.7230604,22.51152194,28.11729117,11.21153846,11602.43248,68.6,0.115384615,0,77.30319408,6.53311079,253,54,54,P4082 (Pioneer),5000
2246,NO,0.85,0.14,Blanco,Arroz,VERDADERO,80000,OGM,NO,2,1,5,1.5,6.5,BAJA,LENTO A MUY LENTO,30,A,32.53206988,22.26590261,27.39898625,10.26616727,42176.7087,127.2,0.038461538,0,80.45662962,7.345106757,32.79666667,21.835,27.31583333,10.96166667,24702.28852,42.4,0.016666667,0,77.38379603,7.676194668,33.84849451,22.69444045,28.27146748,11.15405405,16489.62615,89.8,0.081081081,0,76.88015071,6.583456945,116,58,78,P4082 (Pioneer),4000
2247,SI,0.85,0.2,Blanco,Arroz,VERDADERO,70000,OGM,NO,2,4,7,1.7,6,MEDIA,BUENO,53,FAr,32.2656256,22.32061218,27.29311889,9.945013428,41769.94425,280.2,0.076923077,0,81.95910502,6.543080402,32.22333333,22.03,27.12666667,10.19333333,24385.91914,45.2,0.016666667,0,80.31455471,7.25756758,33.98555826,22.0288916,28.00722493,11.95666667,13136.50893,51.2,0.066666667,0,75.29778551,7.636553469,118,58,138,P4082 (Pioneer),3100
2248,SI,0.85,0.17,Amarillo,Arroz,VERDADERO,70000,OGM,NO,2,4,8,1.5,6,BAJA,LENTO A MUY LENTO,38,F,32.49078131,22.25249865,27.37163998,10.23828266,42039.52242,127.2,0.038461538,0,80.52519172,7.376763012,32.74183675,21.84683675,27.29433675,10.895,24636.19527,62.8,0.033333333,0,77.48882249,7.794547882,34.12047587,22.58134543,28.35091065,11.53913043,20754.04918,96,0.065217391,0,75.72531706,6.887951503,164,58,138,PIONEER 30F35,2900
2251,NO,0.8,0.16,Blanco,Arroz,VERDADERO,71000,OGM,NO,3,3,4,1.8,6.5,MEDIA,LENTO A MUY LENTO,21,FA,35.71293559,23.53173213,29.62233386,12.18120346,37218.18705,12.1,0,0,68.4327728,9.345043804,36.12942302,22.47166667,29.30054484,13.65775635,20702.13023,1.4,0,0,71.87599857,8.094487367,38.91508884,22.76818182,30.84163533,16.14690702,16560.5569,0.5,0,0,59.95346108,8.632690021,51,58,78,P4082 (Pioneer),5000
2252,NO,0.8,0.16,Amarillo,Arroz,VERDADERO,70000,OGM,NO,3,3,4,1.2,6,BAJA,BUENO,60,FA,34.97015781,23.81118106,29.39066943,11.15897675,37343.46882,13.3,0,0,68.74997927,9.634531338,35.69549388,22.59474691,29.14512039,13.10074697,20795.32476,4,0,0,73.80848733,7.06305974,38.53505948,22.71666667,30.62586307,15.81839281,19962.71329,0.7,0,0,61.51170445,7.899414558,51,58,78,PIONEER 30F35,5500
2253,NO,0.85,0.16,Blanco,Arroz,VERDADERO,70000,OGM,NO,2,3,5,1.8,7,MEDIA,BUENO,45,F,32.26370253,22.3561891,27.30994581,9.907513428,41792.85334,280,0.076923077,0,82.00254845,6.494925249,32.17395835,22.065,27.11947918,10.10895835,24277.78337,56.8,0.033333333,0,80.63151065,7.037450309,33.97221029,22.1583214,28.06526584,11.81388889,15855.64732,70,0.083333333,0,74.79391678,7.318300938,125,18,78,P4082 (Pioneer),4500
2254,NO,0.85,0.16,Blanco,Arroz,VERDADERO,70000,OGM,NO,2,2,4,1.9,7,MEDIA,BUENO,62,FA,35.044813,23.77740276,29.41110788,11.26741024,37389.12102,12.9,0,0,68.6311014,9.648647603,35.75189485,22.53781455,29.1448547,13.2140803,20890.38434,4,0,0,73.62668883,7.337755473,37.4955492,22.6037037,30.04962645,14.89184549,9748.822085,0.6,0,0,65.55876952,5.837417921,110,58,18,DK 234,4800
2255,NO,0.8,0.16,Blanco,Arroz,VERDADERO,70000,OGM,NO,2,3,3,1.7,6,MEDIA,BUENO,67,FAr,31.88581791,22.59080448,27.2383112,9.295013428,41159.3123,332,0.096153846,0,83.89389238,5.622160475,31.95715493,22.52239444,27.23977468,9.434760488,24228.96542,81.2,0.033333333,0,83.75631923,5.906320239,33.03103448,21.94137931,27.4862069,11.08965517,12163.60766,25,0.034482759,0,76.92195947,5.502665068,70,58,18,DK 234,5000
2259,SI,0.85,0.16,Amarillo,Arroz,VERDADERO,70000,OGM,NO,2,2,6,2,6,BAJA,LENTO A MUY LENTO,45,ArA,34.49719655,24.21593161,29.35656408,10.28126493,37636.84953,12.9,0,0,69.09054292,9.512321426,35.28208067,23.17715825,29.22961946,12.10492242,21236.75163,11.5,0,0,73.78347491,7.68826057,37.44420601,22.21052632,29.82736616,15.23367969,13513.14744,1,0,0,65.07641595,5.303822446,122,58,138,DK7088,6000
2260,SI,0.85,0.16,Amarillo,Arroz,VERDADERO,70000,OGM,NO,2,2,6,2,6,BAJA,LENTO A MUY LENTO,45,AF,34.35845363,24.31510467,29.33677915,10.04334896,37605.06779,12.9,0,0,68.95172161,9.577933414,35.19445287,23.34997706,29.27221497,11.84447581,21175.38943,11.5,0,0,73.10718723,8.733167459,37.31332856,22.29722222,29.80527539,15.01610634,12819.93213,0.8,0,0,65.66273656,5.425879453,122,58,138,DK7088,6500
2264,SI,0.85,0.16,Blanco,Arroz,VERDADERO,70000,OGM,NO,3,2,6,1.5,6,MEDIA,BUENO,61,F,32.69080066,22.1649773,27.42788898,10.52582336,42905.41282,138.2,0.048076923,0,79.54886427,7.611389097,33.2757605,21.88242716,27.57909383,11.39333333,25256.44479,76.2,0.05,0,75.90660734,6.380425745,34.20370416,22.75727559,28.48048988,11.44642857,12684.77452,63.6,0.071428571,0,75.04072512,7.139990236,116,58,138,P4082 (Pioneer),5000
2266,SI,0.85,0.16,Amarillo,Arroz,VERDADERO,70000,OGM,NO,3,2,6,1.9,6,MEDIA,LENTO A MUY LENTO,34,FA,34.62443871,24.10815897,29.36629884,10.51627974,37411.59885,13.3,0,0,69.0072866,9.524029232,35.41000667,22.95140941,29.18070804,12.45859725,21174.34437,11.5,0,0,74.17713359,6.938217607,37.46228081,22.26571429,29.86399755,15.19656652,12397.23357,1,0,0,65.15201351,5.496646811,122,58,98,DK7088,6200
2274,SI,0.85,0.16,Amarillo,Arroz,VERDADERO,70000,Hibrido,NO,3,3,5,1.5,7,BAJA,LENTO A MUY LENTO,30,ArA,31.95408714,22.60811218,27.28109966,9.345974967,41548.68072,340.2,0.096153846,0,84.05836423,5.360332749,32.04541771,22.5940611,27.31973941,9.451356609,24330.44365,81.6,0.033333333,0,83.9492625,5.579624115,33.17855238,21.81491602,27.4967342,11.36363636,18066.03875,45.6,0.045454545,0,75.63592493,6.80208414,110,58,78,DK7088,5000
2286,NO,0.8,0.16,Blanco,Arroz,VERDADERO,71000,OGM,NO,2,2,6,1.5,6,MEDIA,BUENO,64,F,32.53558851,22.23769046,27.38663949,10.29789804,42654.25232,128.2,0.038461538,0,80.38623241,7.399510804,32.82260508,21.85260508,27.33760508,10.97,24723.79951,52.4,0.033333333,0,77.24612097,7.587855158,34.07820382,22.68631193,28.38225787,11.39189189,16761.2129,84.4,0.081081081,0,76.16666311,6.176744016,184,40,60,P4082 (Pioneer),2200
2287,NO,0.85,0.16,Blanco,Arroz,VERDADERO,71000,OGM,NO,2,2,4,1.7,6,MEDIA,BUENO,66,FA,32.42908714,22.31003525,27.3695612,10.11905189,42111.30262,147.2,0.038461538,0,81.05949648,6.779192711,32.53666667,21.955,27.24583333,10.58166667,24664.26029,42.4,0.016666667,0,78.78497357,7.135119441,33.91153759,22.23089243,28.07121501,11.68064516,13671.9635,68.6,0.096774194,0,75.9346664,7.550250069,98,18,78,Otro,4800
2288,SI,0.9,0.16,Blanco,Arroz,VERDADERO,69500,OGM,NO,2,1,4,1.6,6,MEDIA,BUENO,70,FrL,32.04351022,22.51388141,27.27869581,9.529628813,41368.69066,300.6,0.086538462,0,83.30164043,5.841241101,31.98548826,22.32572777,27.15560801,9.659760488,24078.07546,64.8,0.033333333,0,82.59952575,6.542005967,33.36585642,22.00369426,27.68477534,11.36216216,15543.05351,46.8,0.054054054,0,75.90540336,7.149779982,138,18,18,P4082 (Pioneer),4100
2291,NO,0.8,0.15,Amarillo,Maiz,VERDADERO,74000,OGM,NO,3,2,3,1.5,6.5,MEDIA,BUENO,50,FrL,32.64807692,23.02115385,27.83461538,9.626923077,45058.54242,321.2,0.096153846,0,79.08333333,8.870217462,32.78333333,23.37333333,28.07833333,9.41,25534.31276,75.4,0.05,0,76.36111111,9.770686643,35.71818182,23.44545455,29.58181818,12.27272727,14879.97129,43.2,0.060606061,0,66.27146465,8.612159078,92,0,50,ADV 9339 (Syngenta),3200
2294,SI,0.8,0.15,Amarillo,Maiz,VERDADERO,75000,Hibrido,NO,3,2,3,1.5,6.5,MEDIA,BUENO,70,FAr,32.64807692,23.02115385,27.83461538,9.626923077,45058.54242,321.2,0.096153846,0,79.08333333,8.870217462,32.78333333,23.37333333,28.07833333,9.41,25534.31276,75.4,0.05,0,76.36111111,9.770686643,35.71818182,23.44545455,29.58181818,12.27272727,14879.97129,43.2,0.060606061,0,66.27146465,8.612159078,58,18,78,ADV 9339 (Syngenta),3500
2295,NO,0.8,0.16,Amarillo,Maiz,FALSO,74000,OGM,NO,3,2,2,1.5,6.5,MEDIA,BUENO,45,FrL,32.89423077,23.15480769,28.02451923,9.739423077,45169.12615,316.4,0.096153846,0,78.0068109,10.0281513,33.07166667,23.48,28.27583333,9.591666667,25448.18835,75.4,0.05,0,74.54375,11.146834,35.66111111,23.775,29.71805556,11.88611111,16013.88517,43.2,0.055555556,0,65.81134259,9.313837451,64,18,18,ADV 9339 (Syngenta),2800
2296,NO,0.8,0.15,Amarillo,Maiz,VERDADERO,73000,Hibrido,NO,3,2,4,1,6.5,MEDIA,BUENO,70,F,32.93076923,23.16634615,28.04855769,9.764423077,45135.27926,268.6,0.086538462,0,77.78645833,10.05171479,33.12166667,23.5,28.31083333,9.621666667,25395.56634,75.4,0.05,0,74.24513889,11.33086934,35.375,23.275,29.325,12.1,12514.04785,43.2,0.071428571,0,68.28125,7.664381914,110,18,78,ADV 9339 (Syngenta),1500
2297,NO,0.8,0.15,Amarillo,Maiz,VERDADERO,74000,Hibrido,NO,3,2,3,1.5,6.5,MEDIA,BUENO,25,FrL,32.89423077,23.15480769,28.02451923,9.739423077,45169.12615,316.4,0.096153846,0,78.0068109,10.0281513,33.07166667,23.48,28.27583333,9.591666667,25448.18835,75.4,0.05,0,74.54375,11.146834,35.53548387,23.48709677,29.51129032,12.0483871,13856.55502,43.2,0.064516129,0,67.02150538,8.313524171,82,36,36,ADV 9339 (Syngenta),3000
2305,NO,0.8,0.15,Blanco,Maiz,VERDADERO,74000,Hibrido,NO,2,1,3,1.5,6.5,MEDIA,BUENO,50,FAr,32.48653846,23.00288462,27.74471154,9.483653846,45012.33349,330.8,0.096153846,0,80.25240385,7.901605557,32.73833333,23.21333333,27.97583333,9.525,26167.58548,76.6,0.05,0,78.01736111,8.50027449,35.37837838,23.5972973,29.48783784,11.78108108,16017.33014,43.2,0.054054054,0,65.63851351,8.385663552,98,18,18,P4082 (Pioneer),2500
2307,NO,0.8,0.15,Amarillo,Maiz,VERDADERO,75000,Hibrido,NO,3,2,3,1,6.5,MEDIA,BUENO,18,L,32.45096154,22.92884615,27.68990385,9.522115385,44678.17082,338.4,0.096153846,0,81.0088141,6.535658231,32.54166667,23.05166667,27.79666667,9.49,25978.88692,80.2,0.05,0,79.86944444,6.599326506,35.32619048,23.72857143,29.52738095,11.59761905,18435.01435,43.2,0.047619048,0,65.05952381,8.325912056,82,36,36,ADV 9339 (Syngenta),3800
2308,NO,0.8,0.15,Amarillo,Maiz,VERDADERO,74000,Hibrido,NO,3,2,4,1.5,6.5,MEDIA,BUENO,70,FrL,33.08653846,23.16730769,28.12692308,9.919230769,45188.33189,272,0.096153846,0,77.10216346,10.02662966,33.24166667,23.45833333,28.35,9.783333333,25177.58548,90.8,0.066666667,0,73.95347222,11.43026246,35.66129032,23.81935484,29.74032258,11.84193548,13921.49282,27.6,0.032258065,0,65.48252688,9.660910488,184,0,0,Otro,6200
2309,NO,0.8,0.15,Blanco,Maiz,VERDADERO,74000,OGM,NO,3,2,4,1,6.5,MEDIA,BUENO,40,FAr,33.08653846,23.16730769,28.12692308,9.919230769,45188.33189,272,0.096153846,0,77.10216346,10.02662966,33.24166667,23.45833333,28.35,9.783333333,25177.58548,90.8,0.066666667,0,73.95347222,11.43026246,35.66129032,23.81935484,29.74032258,11.84193548,13921.49282,27.6,0.032258065,0,65.48252688,9.660910488,184,0,0,Otro,2800
2316,SI,0.8,0.16,Amarillo,Arroz,VERDADERO,70000,OGM,NO,2,3,5,1.8,7,MEDIA,BUENO,75,FA,34.41251668,24.28405502,29.34828585,10.12846166,37714.07619,12.9,0,0,68.9431424,9.58042144,35.24124,23.29290981,29.2670749,11.94833019,21220.96487,11.5,0,0,73.28279583,8.522630407,37.30513795,22.28285714,29.79399755,15.02228081,12390.08524,0.8,0,0,65.58762427,5.486070961,110,58,78,PIONEER 30F35,4500
2317,NO,0.9,0.16,Blanco,Arroz,VERDADERO,65900,OGM,NO,3,0,5,1.4,6.5,MEDIA,BUENO,50,FA,36.42376676,22.65747617,29.54062146,13.76629058,37222.15271,12.5,0,0,69.62098477,8.515439814,37.20799714,22.175,29.69149857,15.03299714,21524.09481,1,0,0,67.24289336,7.993686098,39.42666885,23.53913043,31.48289964,15.88753842,8372.551494,0.1,0,0,57.2927181,8.278800115,88,76,76,Otro,3000
2320,NO,0.85,0.16,Amarillo,Arroz,VERDADERO,71600,OGM,NO,2,4,4,1.5,6,MEDIA,BUENO,72,FrL,32.2656256,22.32061218,27.29311889,9.945013428,41769.94425,280.2,0.076923077,0,81.95910502,6.543080402,32.22333333,22.03,27.12666667,10.19333333,24385.91914,45.2,0.016666667,0,80.31455471,7.25756758,33.98880941,22.15723046,28.07301994,11.83157895,16751.56154,68.8,0.078947368,0,75.10510473,7.139478252,91,58,18,PIONEER 30F35,4500
2326,SI,0.8,0.16,Amarillo,Arroz,VERDADERO,70300,Hibrido,NO,3,3,6,1.6,6,MEDIA,LENTO A MUY LENTO,17,FA,34.15000685,24.44977836,29.29989261,9.700228487,37428.90989,12.9,0,0,69.03297019,9.668095932,34.99037777,23.66445688,29.32741733,11.32592089,21094.76993,11.5,0,0,72.16518289,9.77400962,37.44045064,22.19090909,29.81567987,15.24954155,16080.51586,0.9,0,0,65.6600338,5.277599906,91,58,98,Otro,2800
2328,NO,0.8,0.16,Blanco,Arroz,VERDADERO,70000,OGM,NO,4,3,6,1.8,6,MEDIA,BUENO,51,FA,35.83921333,23.25442086,29.5468171,12.58479247,37174.11648,12.3,0,0,69.16173961,9.177287083,36.14693177,22.45833333,29.30263255,13.68859844,20943.09257,1.6,0,0,71.22997159,8.458447605,39.33166824,22.55625,30.94395912,16.77541824,12166.07302,0.3,0,0,58.74592309,7.622246136,180,18,18,Otro,6000
2332,SI,0.85,0.16,Blanco,Arroz,VERDADERO,71000,OGM,NO,2,3,7,1,7,MEDIA,LENTO A MUY LENTO,37,A,32.53978983,22.24862256,27.3942062,10.29116727,42204.25367,127.2,0.038461538,0,80.43308596,7.361222678,32.71360323,21.85693656,27.28526989,10.85666667,24558.50003,62.8,0.033333333,0,77.52502459,7.836139254,34.21739805,22.58291529,28.40015667,11.63448276,13267.70056,48.8,0.068965517,0,75.89440965,5.94197941,132,40,120,P4082 (Pioneer),4000
2333,SI,0.8,0.16,Amarillo,Arroz,VERDADERO,72000,OGM,NO,2,3,7,1.5,6,MEDIA,BUENO,31,A,32.53206988,22.26590261,27.39898625,10.26616727,42176.7087,127.2,0.038461538,0,80.45662962,7.345106757,32.79666667,21.835,27.31583333,10.96166667,24702.28852,42.4,0.016666667,0,77.38379603,7.676194668,33.84849451,22.69444045,28.27146748,11.15405405,16489.62615,89.8,0.081081081,0,76.88015071,6.583456945,171,40,80,PIONEER 30F35,5000
2335,NO,0.8,0.17,Blanco,Maiz,VERDADERO,75000,OGM,SI,2,3,3,1,6.5,MEDIA,BUENO,70,L,32.64807692,23.02115385,27.83461538,9.626923077,45058.54242,321.2,0.096153846,0,79.08333333,8.870217462,32.78333333,23.37333333,28.07833333,9.41,25534.31276,75.4,0.05,0,76.36111111,9.770686643,35.71818182,23.44545455,29.58181818,12.27272727,14879.97129,43.2,0.060606061,0,66.27146465,8.612159078,64,18,58,Otro,5000
2336,NO,0.8,0.15,Blanco,Maiz,VERDADERO,74000,OGM,NO,2,3,4,1.5,6.5,MEDIA,BUENO,70,FAr,32.64807692,23.02115385,27.83461538,9.626923077,45058.54242,321.2,0.096153846,0,79.08333333,8.870217462,32.78333333,23.37333333,28.07833333,9.41,25534.31276,75.4,0.05,0,76.36111111,9.770686643,35.71818182,23.44545455,29.58181818,12.27272727,14879.97129,43.2,0.060606061,0,66.27146465,8.612159078,98,18,58,Otro,4000
2337,SI,0.8,0.15,Blanco,Maiz,VERDADERO,75000,OGM,SI,3,2,4,1.4,6.5,MEDIA,BUENO,70,FAr,32.4625,23.01923077,27.74086538,9.443269231,44835.26172,330.8,0.096153846,0,80.07532051,8.16857574,32.74,23.28,28.01,9.46,26019.79601,76.6,0.05,0,77.67361111,8.883674796,35.52820513,23.68205128,29.60512821,11.84615385,17018.00957,43.2,0.051282051,0,65.03311966,8.601943818,44,41,76,Otro,3500
